2.274,0.06303
2.276,0.06383
2.278,0.06506
2.28,0.06555
2.282,0.06454
2.284,0.06296
2.286,0.06215
2.288,0.06231
2.29,0.06253
2.292,0.0621
2.294,0.06115
2.296,0.06006
2.298,0.05905
2.3,0.05819
2.302,0.05765
2.304,0.05792
2.306,0.05954
2.308,0.06189
2.31,0.06319
2.312,0.06211
2.314,0.05927
2.316,0.05576
2.318,0.05275
2.32,0.05149
2.322,0.05268
2.324,0.05483
2.326,0.05597
2.328,0.05592
2.33,0.05623
2.332,0.05779
2.334,0.05838
2.336,0.05514
2.338,0.04915
2.34,0.04537
2.342,0.0471
2.344,0.05041
2.346,0.04979
2.348,0.04501
2.35,0.04111
2.352,0.04194
2.354,0.04539
2.356,0.04802
2.358,0.04892
2.36,0.04972
2.362,0.0513
2.364,0.05094
2.366,0.04527
2.368,0.03611
2.37,0.03051
2.372,0.03344
2.374,0.0406
2.376,0.04556
2.378,0.04569
2.38,0.04213
2.382,0.03651
2.384,0.03167
2.386,0.03062
2.388,0.03334
2.39,0.03675
2.392,0.03847
2.394,0.03944
2.396,0.04133
2.398,0.04365
2.4,0.04373
2.402,0.03992
2.404,0.03498
2.406,0.0326
2.408,0.03313
2.41,0.0335
2.412,0.03146
2.414,0.02833
2.416,0.02629
2.418,0.02595
2.42,0.02636
2.422,0.02705
2.424,0.02986
2.426,0.03693
2.428,0.04487
2.43,0.04473
2.432,0.03152
2.434,0.01724
2.436,0.01741
2.438,0.03149
2.44,0.04293
2.442,0.03918
2.444,0.02669
2.446,0.01634
2.448,0.0126
2.45,0.01352
2.452,0.01707
2.454,0.02202
2.456,0.02732
2.458,0.0316
2.46,0.03316
2.462,0.03093
2.464,0.02643
2.466,0.02179
2.468,0.01835
2.47,0.01664
2.472,0.01672
2.474,0.0169
2.476,0.01515
2.478,0.01149
2.48,0.008
2.482,0.0063
2.484,0.00577
2.486,0.00528
2.488,0.00441
2.49,0.0035
2.492,0.00285
2.494,0.0027
2.496,0.00322
2.498,0.0046
2.5,0.00703
