wl,n,k
1.834,3.16289,0.01991
1.836,3.16275,0.01983
1.838,3.16261,0.01975
1.84,3.16247,0.01966
1.842,3.16233,0.01958
1.844,3.1622,0.0195
1.846,3.16206,0.01942
1.848,3.16192,0.01934
1.85,3.16178,0.01926
1.852,3.16165,0.01918
1.854,3.16151,0.0191
1.856,3.16137,0.01902
1.858,3.16123,0.01894
1.86,3.1611,0.01886
1.862,3.16096,0.01879
1.864,3.16082,0.01871
1.866,3.16069,0.01863
1.868,3.16055,0.01855
1.87,3.16041,0.01848
1.872,3.16028,0.0184
1.874,3.16014,0.01833
1.876,3.16,0.01825
1.878,3.15987,0.01818
1.88,3.15973,0.0181
1.882,3.15959,0.01803
1.884,3.15946,0.01795
1.886,3.15932,0.01788
1.888,3.15919,0.01781
1.89,3.15905,0.01774
1.892,3.15892,0.01766
1.894,3.15878,0.01759
1.896,3.15865,0.01752
1.898,3.15851,0.01745
1.9,3.15838,0.01738
1.902,3.15824,0.01731
1.904,3.15811,0.01724
1.906,3.15798,0.01718
1.908,3.15784,0.01711
1.91,3.15771,0.01704
1.912,3.15757,0.01698
1.914,3.15744,0.01691
1.916,3.15731,0.01684
1.918,3.15717,0.01678
1.92,3.15704,0.01671
1.922,3.15691,0.01665
1.924,3.15677,0.01659
1.926,3.15664,0.01652
1.928,3.15651,0.01646
1.93,3.15638,0.0164
1.932,3.15624,0.01634
1.934,3.15611,0.01627
1.936,3.15598,0.01621
1.938,3.15585,0.01615
1.94,3.15572,0.01609
1.942,3.15559,0.01603
1.944,3.15545,0.01597
1.946,3.15532,0.01592
1.948,3.15519,0.01586
1.95,3.15506,0.0158
1.952,3.15493,0.01574
1.954,3.1548,0.01569
1.956,3.15467,0.01563
1.958,3.15454,0.01557
1.96,3.15441,0.01552
1.962,3.15428,0.01546
1.964,3.15415,0.01541
1.966,3.15402,0.01535
1.968,3.15389,0.0153
1.97,3.15376,0.01525
1.972,3.15363,0.01519
1.974,3.1535,0.01514
1.976,3.15337,0.01509
1.978,3.15325,0.01504
1.98,3.15312,0.01498
1.982,3.15299,0.01493
1.984,3.15286,0.01488
1.986,3.15273,0.01483
1.988,3.15261,0.01478
1.99,3.15248,0.01473
1.992,3.15235,0.01468
1.994,3.15222,0.01464
1.996,3.1521,0.01459
1.998,3.15197,0.01454
2,3.15184,0.01449
2.002,3.15172,0.01444
2.004,3.15159,0.0144
2.006,3.15146,0.01435
2.008,3.15134,0.0143
2.01,3.15121,0.01426
2.012,3.15109,0.01421
2.014,3.15096,0.01417
2.016,3.15084,0.01412
2.018,3.15071,0.01408
2.02,3.15059,0.01403
2.022,3.15046,0.01399
2.024,3.15034,0.01395
2.026,3.15021,0.0139
2.028,3.15009,0.01386
2.03,3.14996,0.01382
2.032,3.14984,0.01378
2.034,3.14972,0.01373
2.036,3.14959,0.01369
2.038,3.14947,0.01365
2.04,3.14935,0.01361
2.042,3.14923,0.01357
2.044,3.1491,0.01353
2.046,3.14898,0.01349
2.048,3.14886,0.01345
2.05,3.14874,0.01341
2.052,3.14861,0.01337
2.054,3.14849,0.01333
2.056,3.14837,0.01329
2.058,3.14825,0.01326
2.06,3.14813,0.01322
2.062,3.14801,0.01318
2.064,3.14789,0.01314
2.066,3.14777,0.01311
2.068,3.14765,0.01307
2.07,3.14753,0.01303
2.072,3.14741,0.013
2.074,3.14729,0.01296
