wl,n,k
1.028,1.66146,0.019
1.03,1.662,0.019
1.032,1.66239,0.019
1.034,1.66264,0.01899
1.036,1.6628,0.01899
1.038,1.6629,0.01899
1.04,1.663,0.019
1.042,1.66312,0.01901
1.044,1.66328,0.01902
1.046,1.66348,0.01903
1.048,1.66372,0.01902
1.05,1.664,0.019
1.052,1.66433,0.01896
1.054,1.66471,0.01891
1.056,1.66511,0.01889
1.058,1.66555,0.01891
1.06,1.666,0.019
1.062,1.66646,0.01916
1.064,1.66691,0.01938
1.066,1.66733,0.01962
1.068,1.6677,0.01984
1.07,1.668,0.02
1.072,1.66822,0.02009
1.074,1.6684,0.02011
1.076,1.66856,0.02008
1.078,1.66875,0.02004
1.08,1.669,0.02
1.082,1.66935,0.01998
1.084,1.66976,0.01997
1.086,1.6702,0.01998
1.088,1.67062,0.01999
1.09,1.671,0.02
1.092,1.6713,0.02
1.094,1.67153,0.02
1.096,1.67171,0.02
1.098,1.67186,0.02
1.1,1.672,0.02
1.102,1.67215,0.02001
1.104,1.67232,0.02002
1.106,1.67252,0.02003
1.108,1.67274,0.02002
1.11,1.673,0.02
1.112,1.6733,0.01996
1.114,1.67364,0.01992
1.116,1.67404,0.01989
1.118,1.67449,0.01991
1.12,1.675,0.02
1.122,1.67557,0.02016
1.124,1.67618,0.02038
1.126,1.67681,0.02062
1.128,1.67742,0.02084
1.13,1.678,0.021
1.132,1.67852,0.02109
1.134,1.67897,0.02111
1.136,1.67937,0.02109
1.138,1.67971,0.02104
1.14,1.68,0.021
1.142,1.68025,0.02098
1.144,1.68046,0.02097
1.146,1.68065,0.02098
1.148,1.68082,0.02099
1.15,1.681,0.021
1.152,1.68119,0.02101
1.154,1.68139,0.02101
1.156,1.68159,0.02101
1.158,1.6818,0.021
1.16,1.682,0.021
1.162,1.6822,0.021
1.164,1.6824,0.021
1.166,1.6826,0.021
1.168,1.6828,0.021
1.17,1.683,0.021
1.172,1.68321,0.021
1.174,1.68342,0.021
1.176,1.68363,0.021
1.178,1.68382,0.021
1.18,1.684,0.021
1.182,1.68416,0.021
1.184,1.68431,0.021
1.186,1.68449,0.021
1.188,1.68471,0.021
1.19,1.685,0.021
1.192,1.68536,0.021
1.194,1.68578,0.021
1.196,1.68622,0.021
1.198,1.68664,0.021
1.2,1.687,0.021
1.202,1.68729,0.021
1.204,1.68751,0.021
1.206,1.68769,0.021
1.208,1.68784,0.021
1.21,1.688,0.021
1.212,1.68818,0.021
1.214,1.68837,0.021
1.216,1.68858,0.021
1.218,1.68879,0.021
1.22,1.689,0.021
1.222,1.68921,0.021
1.224,1.68941,0.021
1.226,1.68961,0.021
1.228,1.6898,0.021
1.23,1.69,0.021
1.232,1.6902,0.021
1.234,1.6904,0.02099
1.236,1.6906,0.02099
1.238,1.6908,0.02099
1.24,1.691,0.021
1.242,1.6912,0.02101
1.244,1.6914,0.02102
1.246,1.6916,0.02103
1.248,1.6918,0.02102
1.25,1.692,0.021
1.252,1.6922,0.02096
1.254,1.69241,0.02091
1.256,1.69261,0.02089
1.258,1.69281,0.02091
1.26,1.693,0.021
1.262,1.69319,0.02116
1.264,1.69338,0.02138
1.266,1.69357,0.02162
1.268,1.69378,0.02184
1.27,1.694,0.022
1.272,1.69424,0.02209
1.274,1.69448,0.02211
1.276,1.69471,0.02209
1.278,1.69488,0.02204
1.28,1.695,0.022
1.282,1.69504,0.02198
1.284,1.69502,0.02197
1.286,1.69499,0.02198
1.288,1.69497,0.02199
1.29,1.695,0.022
1.292,1.6951,0.02201
1.294,1.69527,0.02201
1.296,1.69549,0.02201
1.298,1.69573,0.022
1.3,1.696,0.022
1.302,1.69627,0.022
1.304,1.69651,0.022
1.306,1.69673,0.022
1.308,1.6969,0.022
1.31,1.697,0.022
1.312,1.69703,0.022
1.314,1.69701,0.022
1.316,1.69698,0.022
1.318,1.69696,0.022
1.32,1.697,0.022
1.322,1.69711,0.022
1.324,1.69729,0.022
1.326,1.69751,0.022
1.328,1.69776,0.022
1.33,1.698,0.022
1.332,1.69823,0.022
1.334,1.69843,0.022
1.336,1.69863,0.022
1.338,1.69882,0.022
1.34,1.699,0.022
1.342,1.69918,0.022
1.344,1.69937,0.022
1.346,1.69956,0.022
1.348,1.69977,0.022
1.35,1.7,0.022
1.352,1.70025,0.022
1.354,1.70049,0.022
1.356,1.70072,0.022
1.358,1.70089,0.022
1.36,1.701,0.022
1.362,1.70102,0.022
1.364,1.70099,0.022
1.366,1.70095,0.022
1.368,1.70094,0.022
1.37,1.701,0.022
1.372,1.70115,0.022
1.374,1.70138,0.022
1.376,1.70162,0.022
1.378,1.70184,0.022
1.38,1.702,0.022
1.382,1.70206,0.022
1.384,1.70205,0.022
1.386,1.70201,0.022
1.388,1.70198,0.022
1.39,1.702,0.022
1.392,1.7021,0.022
1.394,1.70226,0.02199
1.396,1.70248,0.02199
1.398,1.70273,0.02199
1.4,1.703,0.022
1.402,1.70327,0.02201
1.404,1.70352,0.02202
1.406,1.70373,0.02203
1.408,1.7039,0.02202
1.41,1.704,0.022
1.412,1.70403,0.02196
1.414,1.70401,0.02191
1.416,1.70397,0.02189
1.418,1.70396,0.02191
1.42,1.704,0.022
1.422,1.70412,0.02216
1.424,1.7043,0.02238
1.426,1.70452,0.02262
1.428,1.70477,0.02284
1.43,1.705,0.023
1.432,1.70521,0.02309
1.434,1.7054,0.02311
1.436,1.70559,0.02309
1.438,1.70579,0.02304
1.44,1.706,0.023
1.442,1.70624,0.02298
1.444,1.70648,0.02297
1.446,1.70671,0.02298
1.448,1.70689,0.02299
1.45,1.707,0.023
