wl,n,k
1.494,2.28313,6.03E-301
1.496,2.28305,6.58E-298
1.498,2.28296,4.67E-297
1.5,2.28288,8.67E-297
1.502,2.2828,1.27E-296
1.504,2.28271,1.67E-296
1.506,2.28263,6.89E-293
1.508,2.28255,1.50E-292
1.51,2.28246,2.31E-292
1.512,2.28238,3.13E-292
1.514,2.2823,7.28E-289
1.516,2.28222,2.17E-288
1.518,2.28213,3.61E-288
1.52,2.28205,5.06E-288
1.522,2.28197,3.10E-285
1.524,2.28189,2.56E-284
1.526,2.28181,4.82E-284
1.528,2.28173,7.07E-284
1.53,2.28164,9.32E-284
1.532,2.28156,2.31E-280
1.534,2.28148,5.41E-280
1.536,2.2814,8.51E-280
1.538,2.28132,1.16E-279
1.54,2.28124,1.24E-276
1.542,2.28116,5.02E-276
1.544,2.28108,8.80E-276
1.546,2.281,1.26E-275
1.548,2.28092,1.64E-275
1.55,2.28084,3.58E-272
1.552,2.28076,7.63E-272
1.554,2.28068,1.17E-271
1.556,2.2806,1.57E-271
1.558,2.28052,1.60E-268
1.56,2.28044,5.45E-268
1.562,2.28036,9.29E-268
1.564,2.28028,1.31E-267
1.566,2.2802,1.70E-267
1.568,2.28012,2.99E-264
1.57,2.28004,6.24E-264
1.572,2.27996,9.49E-264
1.574,2.27989,1.27E-263
1.576,2.27981,9.75E-261
1.578,2.27973,3.42E-260
1.58,2.27965,5.86E-260
1.582,2.27957,8.30E-260
1.584,2.27949,1.07E-259
1.586,2.27942,1.38E-256
1.588,2.27934,3.01E-256
1.59,2.27926,4.63E-256
1.592,2.27918,6.25E-256
1.594,2.27911,2.69E-253
1.596,2.27903,1.23E-252
1.598,2.27895,2.20E-252
1.6,2.27887,3.16E-252
1.602,2.2788,4.12E-252
1.604,2.27872,3.47E-249
1.606,2.27864,8.57E-249
1.608,2.27857,1.37E-248
1.61,2.27849,1.88E-248
1.612,2.27841,1.31E-246
1.614,2.27834,2.54E-245
1.616,2.27826,4.94E-245
1.618,2.27818,7.35E-245
1.62,2.27811,9.76E-245
1.622,2.27803,4.08E-242
1.624,2.27796,1.43E-241
1.626,2.27788,2.44E-241
1.628,2.2778,3.46E-241
1.63,2.27773,4.48E-241
1.632,2.27765,2.78E-238
1.634,2.27758,6.62E-238
1.636,2.2775,1.05E-237
1.638,2.27743,1.43E-237
1.64,2.27735,2.03E-236
1.642,2.27728,1.32E-234
1.644,2.2772,2.63E-234
1.646,2.27713,3.93E-234
1.648,2.27705,5.23E-234
1.65,2.27698,1.12E-231
1.652,2.2769,5.09E-231
1.654,2.27683,9.06E-231
1.656,2.27675,1.30E-230
1.658,2.27668,1.70E-230
1.66,2.2766,5.67E-228
1.662,2.27653,1.65E-227
1.664,2.27645,2.74E-227
1.666,2.27638,3.83E-227
1.668,2.27631,4.92E-227
1.67,2.27623,1.96E-224
1.672,2.27616,4.64E-224
1.674,2.27609,7.32E-224
1.676,2.27601,9.99E-224
1.678,2.27594,1.27E-223
